"slopes_e","intercepts_e","slopes_m","intercepts_m"
-0.163378472442551,11.870200523028,0.0796375595004747,26.8782911104917
-0.502411485141186,6.52909875458608,-0.728710395472999,7.50995468217614
-0.786130539076457,10.6269642884303,-1.24124705486624,14.3568943429801
5.14457527509913,-57.0534189880428,-0.694670650570633,11.211913209737
-0.0736254093212548,12.5792705207561,-1.88734247243536,22.7022931055251
0.0272334964487525,8.66321682064738,-0.106076989009328,7.5524481192115
-0.446042649440493,3.77711424970442,-2.13958684824489,7.29913774943761
-0.989535311088469,4.33528298984392,-2.95690964754932,18.7449770922176
-0.390883203699394,5.83900091696015,-0.39311907646754,7.94334351240518
-0.249876867263478,4.59214711899841,-0.324124591714785,6.40245291597267
-1.11124060374169,9.42610941866273,-1.69406528743225,20.1968616659325
-0.0725221684457507,6.58343690279741,-0.291514648582495,5.52639486280764
-0.755325850552795,12.3941761291881,-1.03036931847062,15.9350586522521
0.0459865580041048,5.69387928331908,-0.699938593590484,7.19567175270588
-0.530911816066252,5.52676580246377,-0.637804023941669,8.03866859172142
-0.474116735395455,6.82529050437019,-1.13331340624431,12.9679144694246
0.0645636525935007,9.55812170944117,-0.392718425195134,10.281442784004
-0.946327760774835,7.98727643181489,-0.236841332479587,5.46933495837485
0.068380791932461,8.32467872875632,-0.139860759547809,38.8298061328596
0.085379209849601,5.03368155512064,-0.26360174830289,9.85394702997586
-0.134594889101874,6.80417469291332,-4.01986331550623,31.2431685990178
-1.57615775404225,41.6946462912221,-1.00037979567485,33.9549304275779
-0.181907361317712,9.65431183740971,-0.623834906607698,13.6477441306725
-0.103671841669767,8.65635595338363,-0.139085623770788,10.0437311255125
