"ml_slopes.e","ml_intercepts.e","ml_slopes.m","ml_intercepts.m"
-0.490830218206718,4.90885453306429,-0.588069413651153,6.12689678495322
0.344947297406392,0.567075370047113,1.62383417092095,-4.11130768032309
-0.124404685213124,4.86524431776527,-0.451685273518061,3.60129969869724
-1.60336878021635,7.11525752657327,-0.859352536599456,5.04640202560129
-0.303880491814559,3.24018964458358,-0.442260367843383,3.68290878330185
-1.39208197245478,12.4976968900638,-5.59614520149787,98.9815509113534
-0.873724273250123,22.4523817582033,-0.739378574553895,10.9311058753327
-0.313308843831233,0.620884998642113,-0.34782749225223,2.80843751916932
-1.00492176502178,21.4892428683362,-0.0879460820355303,18.1425710600798
0.399485832654327,-0.44952899633332,0.192012971937722,-0.247252160548774
-0.641445981891338,14.4991413530242,-1.92297673691111,22.2408820734657
0.127623548744742,6.82061352459668,-0.194037367631518,12.5120768946467
0.25535307677114,12.6514937102126,-0.0456193116812572,11.3181886295392
-0.347742902339823,14.9999060862766,-0.966297704881852,39.3201503037563
-6.01279961428684,12.4341694729795,-0.820856263187035,3.00171968628763
-1.30301552074867,22.4014891966509,-2.30637154683335,0.130376351052468
-0.347968898048403,8.48515265924828,-0.173676742574388,3.34467308348717
0.491943564163473,0.15064109104506,0.209777084806688,-0.614439940528922
-0.718794036624013,8.04526914123254,-0.650296278998803,15.1058086429721
-0.0466177978693291,3.56962448689028,-0.308010366980292,7.53686112470722
-0.363297747815846,3.75094387637247,-0.549671248457624,4.76166395944059
-0.436871395423505,8.7039472196918,-2.77540047494178,55.5378619277229
-3.80979045742641,58.9969489809333,-4.71188966237794,71.8809551121786
-3.15969285112968,36.5833898533175,-1.51460209660268,22.5895105704887
